POLLINATOR_NAME,PLANT_NAME,Group
Anthophora furcata,Nepeta cataria,Bee
Anthophora furcata,Prunella vulgaris,Bee
Anthophora furcata,Rubus caesius,Bee
Anthophora furcata,Rubus fruticosus,Bee
Anthophora furcata,Rubus idaeus,Bee
Anthophora furcata,Rubus spectabilis,Bee
Anthophora furcata,Senecio aquaticus,Bee
Anthophora furcata,Senecio cineraria,Bee
Anthophora furcata,Senecio erucifolius,Bee
Anthophora furcata,Senecio jacobaea,Bee
Anthophora furcata,Senecio squalidus,Bee
Anthophora furcata,Senecio vulgaris,Bee
Anthophora furcata,Stachys alpina,Bee
Anthophora furcata,Stachys officinalis,Bee
Anthophora furcata,Stachys palustris,Bee
Anthophora furcata,Stachys sylvatica,Bee
Anthophora furcata,Teucrium scorodonia,Bee
Anthophora furcata,Thymus polytrichus,Bee
Anthophora furcata,Thymus pulegioides,Bee
Anthophora furcata,Thymus serpyllum,Bee
Anthophora furcata,Valeriana dioica,Bee
Anthophora furcata,Valeriana officinalis,Bee
Anthophora plumipes,Ajuga reptans,Bee
Anthophora plumipes,Allium ursinum,Bee
Anthophora plumipes,Brassica napus,Bee
Anthophora plumipes,Brassica nigra,Bee
Anthophora plumipes,Brassica oleracea,Bee
Anthophora plumipes,Brassica rapa,Bee
Anthophora plumipes,Calluna vulgaris,Bee
Anthophora plumipes,Crataegus monogyna,Bee
Anthophora plumipes,Daucus carota,Bee
Anthophora plumipes,Ficaria verna,Bee
Anthophora plumipes,Glechoma hederacea,Bee
Anthophora plumipes,Helleborus foetidus,Bee
Anthophora plumipes,Hippocrepis comosa,Bee
Anthophora plumipes,Hyacinthoides non-scripta,Bee
Anthophora plumipes,Lamiastrum galeobdolon,Bee
Anthophora plumipes,Lamium album,Bee
Anthophora plumipes,Lamium maculatum,Bee
Anthophora plumipes,Lamium purpureum,Bee
Anthophora plumipes,Lithospermum purpureocaeruleum,Bee
Anthophora plumipes,Lonicera periclymenum,Bee
Anthophora plumipes,Malus domestica,Bee
Anthophora plumipes,Pentaglottis sempervirens,Bee
Anthophora plumipes,Primula elatior,Bee
Anthophora plumipes,Primula veris,Bee
Anthophora plumipes,Primula vulgaris,Bee
Anthophora plumipes,Prunella vulgaris,Bee
Anthophora plumipes,Prunus spinosa,Bee
Anthophora plumipes,Pulmonaria officinalis,Bee
Anthophora plumipes,Pulsatilla vulgaris,Bee
Anthophora plumipes,Ribes nigrum,Bee
Anthophora plumipes,Ribes rubrum,Bee
Anthophora plumipes,Ribes uva-crispa,Bee
Anthophora plumipes,Salix caprea,Bee
Anthophora plumipes,Symphytum asperum x officinale = S. x uplandicum,Bee
Anthophora plumipes,Symphytum officinale,Bee
Anthophora plumipes,Taraxacum,Bee
Anthophora plumipes,Ulex europaeus,Bee
Anthophora plumipes,Vinca major,Bee
Anthophora plumipes,Vinca minor,Bee
Anthophora plumipes,Viola hirta,Bee
Anthophora plumipes,Viola odorata,Bee
Anthophora quadrimaculata,Echium vulgare,Bee
Anthophora quadrimaculata,Linaria repens,Bee
Anthophora quadrimaculata,Nepeta cataria,Bee
Anthophora retusa,Glechoma hederacea,Bee
Apis mellifera,Achillea millefolium,Bee
Apis mellifera,Allium schoenoprasum,Bee
Apis mellifera,Allium sphaerocephalon,Bee
Apis mellifera,Anthriscus sylvestris,Bee
Apis mellifera,Arctium lappa,Bee
Apis mellifera,Arctium minus,Bee
Apis mellifera,Aster tripolium,Bee
Apis mellifera,Brassica napus,Bee
Apis mellifera,Bryonia dioica,Bee
Apis mellifera,Buddleja davidii,Bee
Apis mellifera,Calluna vulgaris,Bee
Apis mellifera,Campanula glomerata,Bee
Apis mellifera,Campanula latifolia,Bee
Apis mellifera,Campanula persicifolia,Bee
Apis mellifera,Campanula rotundifolia,Bee
Apis mellifera,Campanula trachelium,Bee
Apis mellifera,Capsella bursa-pastoris,Bee
Apis mellifera,Castanea sativa,Bee
Apis mellifera,Centaurea cyanus,Bee
Apis mellifera,Centaurea nigra,Bee
Apis mellifera,Centaurea scabiosa,Bee
Apis mellifera,Centranthus ruber,Bee
Apis mellifera,Cerastium fontanum,Bee
Apis mellifera,Chamerion angustifolium,Bee
Apis mellifera,Cichorium intybus,Bee
Apis mellifera,Cirsium arvense,Bee
Apis mellifera,Cirsium eriophorum,Bee
Apis mellifera,Cirsium vulgare,Bee
Apis mellifera,Convolvulus arvensis,Bee
Apis mellifera,Cornus sanguinea,Bee
Apis mellifera,Cotoneaster bullatus,Bee
Apis mellifera,Cotoneaster horizontalis,Bee
Apis mellifera,Cotoneaster simonsii,Bee
Apis mellifera,Crataegus monogyna,Bee
Apis mellifera,Cytisus scoparius,Bee
Apis mellifera,Echium vulgare,Bee
Apis mellifera,Epilobium hirsutum,Bee
Apis mellifera,Erica cinerea,Bee
Apis mellifera,Erica tetralix,Bee
Apis mellifera,Erica vagans,Bee
Apis mellifera,Eupatorium cannabinum,Bee
Apis mellifera,Euphorbia amygdaloides,Bee
Apis mellifera,Euphorbia hyberna,Bee
Apis mellifera,Euphorbia paralias,Bee
Apis mellifera,Euphorbia portlandica,Bee
Apis mellifera,Fagopyrum esculentum,Bee
Apis mellifera,Ficaria verna,Bee
Apis mellifera,Filipendula ulmaria,Bee
Apis mellifera,Foeniculum vulgare,Bee
Apis mellifera,Frangula alnus,Bee
Apis mellifera,Fuchsia magellanica,Bee
Apis mellifera,Galanthus nivalis,Bee
Apis mellifera,Geranium dissectum,Bee
Apis mellifera,Geranium endressii,Bee
Apis mellifera,Geranium molle,Bee
Apis mellifera,Geranium phaeum,Bee
Apis mellifera,Geranium pratense,Bee
Apis mellifera,Geranium pyrenaicum,Bee
Apis mellifera,Geranium robertianum,Bee
Apis mellifera,Geranium sanguineum,Bee
Apis mellifera,Geranium sylvaticum,Bee
Apis mellifera,Glechoma hederacea,Bee
Apis mellifera,Hedera helix,Bee
Apis mellifera,Helianthus annuus,Bee
Apis mellifera,Helleborus foetidus,Bee
Apis mellifera,Heracleum sphondylium,Bee
Apis mellifera,Hippocrepis comosa,Bee
Apis mellifera,Hyacinthoides non-scripta,Bee
Apis mellifera,Ilex aquifolium,Bee
Apis mellifera,Impatiens glandulifera,Bee
Apis mellifera,Iris pseudacorus,Bee
Apis mellifera,Knautia arvensis,Bee
Apis mellifera,Lamium album,Bee
Apis mellifera,Lepidium draba,Bee
Apis mellifera,Leucanthemum vulgare,Bee
Apis mellifera,Limonium vulgare,Bee
Apis mellifera,Lotus corniculatus,Bee
Apis mellifera,Mahonia aquifolium,Bee
Apis mellifera,Malus domestica,Bee
Apis mellifera,Malus sylvestris,Bee
Apis mellifera,Matricaria recutita,Bee
Apis mellifera,Melilotus albus,Bee
Apis mellifera,Melilotus altissimus,Bee
Apis mellifera,Melilotus officinalis,Bee
Apis mellifera,Mentha aquatica,Bee
Apis mellifera,Mentha arvensis,Bee
Apis mellifera,Mentha spicata,Bee
Apis mellifera,Mentha suaveolens,Bee
Apis mellifera,Nepeta cataria,Bee
Apis mellifera,Odontites vernus,Bee
Apis mellifera,Oenanthe crocata,Bee
Apis mellifera,Oenanthe pimpinelloides,Bee
Apis mellifera,Oenanthe silaifolia,Bee
Apis mellifera,Onobrychis viciifolia,Bee
Apis mellifera,Ononis spinosa,Bee
Apis mellifera,Origanum vulgare,Bee
Apis mellifera,Persicaria lapathifolia,Bee
Apis mellifera,Persicaria maculosa,Bee
Apis mellifera,Prunus spinosa,Bee
Apis mellifera,Pulicaria dysenterica,Bee
Apis mellifera,Pulmonaria officinalis,Bee
Apis mellifera,Raphanus raphanistrum,Bee
Apis mellifera,Reseda lutea,Bee
Apis mellifera,Reseda luteola,Bee
Apis mellifera,Ribes nigrum,Bee
Apis mellifera,Ribes rubrum,Bee
Apis mellifera,Ribes uva-crispa,Bee
Apis mellifera,Rosa arvensis,Bee
Apis mellifera,Rosa canina,Bee
Apis mellifera,Rosa rubiginosa,Bee
Apis mellifera,Rosa rugosa,Bee
Apis mellifera,Rosa spinosissima,Bee
Apis mellifera,Rubus caesius,Bee
Apis mellifera,Rubus fruticosus,Bee
Apis mellifera,Rubus idaeus,Bee
Apis mellifera,Rubus spectabilis,Bee
Apis mellifera,Salix alba,Bee
Apis mellifera,Salix aurita,Bee
Apis mellifera,Salix caprea,Bee
Apis mellifera,Salix cinerea,Bee
Apis mellifera,Salix fragilis,Bee
Apis mellifera,Salix pentandra,Bee
Apis mellifera,Salix repens,Bee
Apis mellifera,Salix viminalis,Bee
Apis mellifera,Sambucus nigra,Bee
Apis mellifera,Scabiosa columbaria,Bee
Apis mellifera,Sedum acre,Bee
Apis mellifera,Sedum anglicum,Bee
Apis mellifera,Sedum rupestre,Bee
Apis mellifera,Sedum telephium,Bee
Apis mellifera,Senecio aquaticus,Bee
Apis mellifera,Senecio cineraria,Bee
Apis mellifera,Senecio erucifolius,Bee
Apis mellifera,Senecio jacobaea,Bee
Apis mellifera,Senecio squalidus,Bee
Apis mellifera,Senecio vulgaris,Bee
Apis mellifera,Solidago virgaurea,Bee
Apis mellifera,Succisa pratensis,Bee
Apis mellifera,Symphytum asperum x officinale = S. x uplandicum,Bee
Apis mellifera,Symphytum officinale,Bee
Apis mellifera,Taraxacum,Bee
Apis mellifera,Thymus polytrichus,Bee
Apis mellifera,Thymus pulegioides,Bee
Apis mellifera,Thymus serpyllum,Bee
Apis mellifera,Tilia cordata x platyphyllos = T. x europaea,Bee
Apis mellifera,Trifolium campestre,Bee
Apis mellifera,Trifolium dubium,Bee
Apis mellifera,Trifolium hybridum,Bee
Apis mellifera,Trifolium medium,Bee
Apis mellifera,Trifolium occidentale,Bee
Apis mellifera,Trifolium pratense,Bee
Apis mellifera,Trifolium repens,Bee
Apis mellifera,Ulex europaeus,Bee
Apis mellifera,Ulex gallii,Bee
Apis mellifera,Ulex minor,Bee
Apis mellifera,Vaccinium myrtillus,Bee
Apis mellifera,Viburnum lantana,Bee
Apis mellifera,Viburnum opulus,Bee
Apis mellifera,Vicia faba,Bee
Bombus barbutellus,Ajuga reptans,Bee
Bombus barbutellus,Carduus crispus,Bee
Bombus barbutellus,Carduus nutans,Bee
Bombus barbutellus,Centaurea nigra,Bee
Bombus barbutellus,Centaurea scabiosa,Bee
Bombus barbutellus,Cirsium palustre,Bee
Bombus barbutellus,Cirsium vulgare,Bee
Bombus barbutellus,Dipsacus fullonum,Bee
Bombus barbutellus,Dipsacus pilosus,Bee
Bombus barbutellus,Glechoma hederacea,Bee
Bombus barbutellus,Origanum vulgare,Bee
Bombus barbutellus,Rubus fruticosus,Bee
Bombus barbutellus,Taraxacum,Bee
Bombus barbutellus,Trifolium hybridum,Bee
Bombus barbutellus,Trifolium pratense,Bee
Bombus bohemicus,Brassica napus,Bee
Bombus bohemicus,Brassica nigra,Bee
Bombus bohemicus,Brassica oleracea,Bee
Bombus bohemicus,Brassica rapa,Bee
Bombus bohemicus,Calluna vulgaris,Bee
Bombus bohemicus,Centaurea cyanus,Bee
Bombus bohemicus,Centaurea nigra,Bee
Bombus bohemicus,Centaurea scabiosa,Bee
Bombus bohemicus,Chamerion angustifolium,Bee
Bombus bohemicus,Cirsium palustre,Bee
Bombus bohemicus,Cirsium vulgare,Bee
Bombus bohemicus,Geum rivale,Bee
Bombus bohemicus,Inula conyzae,Bee
Bombus bohemicus,Inula crithmoides,Bee
Bombus bohemicus,Inula helenium,Bee
Bombus bohemicus,Rubus fruticosus,Bee
Bombus bohemicus,Salix alba,Bee
Bombus bohemicus,Salix aurita,Bee
Bombus bohemicus,Salix caprea,Bee
Bombus bohemicus,Salix cinerea,Bee
Bombus bohemicus,Salix fragilis,Bee
Bombus bohemicus,Salix pentandra,Bee
Bombus bohemicus,Salix repens,Bee
Bombus bohemicus,Salix viminalis,Bee
Bombus bohemicus,Senecio aquaticus,Bee
Bombus bohemicus,Senecio cineraria,Bee
Bombus bohemicus,Senecio erucifolius,Bee
Bombus bohemicus,Senecio jacobaea,Bee
Bombus bohemicus,Senecio squalidus,Bee
Bombus bohemicus,Senecio vulgaris,Bee
Bombus bohemicus,Sonchus arvensis,Bee
Bombus bohemicus,Sorbus aria,Bee
Bombus bohemicus,Succisa pratensis,Bee
Bombus bohemicus,Taraxacum,Bee
Bombus bohemicus,Trifolium repens,Bee
Bombus bohemicus,Vaccinium myrtillus,Bee
Bombus bohemicus,Vaccinium uliginosum,Bee
Bombus bohemicus,Vaccinium vitis-idaea,Bee
Bombus campestris,Ballota nigra,Bee
Bombus campestris,Carduus crispus,Bee
Bombus campestris,Centaurea nigra,Bee
Bombus campestris,Centaurea scabiosa,Bee
Bombus campestris,Dipsacus fullonum,Bee
Bombus campestris,Glechoma hederacea,Bee
Bombus campestris,Knautia arvensis,Bee
Bombus campestris,Lamium album,Bee
Bombus campestris,Lonicera periclymenum,Bee
Bombus campestris,Lotus pedunculatus,Bee
Bombus campestris,Rubus caesius,Bee
Bombus campestris,Rubus fruticosus,Bee
Bombus campestris,Rubus idaeus,Bee
Bombus campestris,Rubus spectabilis,Bee
Bombus campestris,Scabiosa columbaria,Bee
Bombus campestris,Senecio jacobaea,Bee
Bombus campestris,Symphytum asperum x officinale = S. x uplandicum,Bee
Bombus campestris,Symphytum officinale,Bee
Bombus campestris,Taraxacum,Bee
Bombus campestris,Thymus polytrichus,Bee
Bombus campestris,Thymus pulegioides,Bee
Bombus campestris,Thymus serpyllum,Bee
Bombus cryptarum,Senecio jacobaea,Bee
Bombus cryptarum,Taraxacum,Bee
Bombus distinguendus,Anthyllis vulneraria,Bee
Bombus distinguendus,Brassica napus,Bee
Bombus distinguendus,Brassica nigra,Bee
Bombus distinguendus,Brassica oleracea,Bee
Bombus distinguendus,Brassica rapa,Bee
Bombus distinguendus,Buddleja davidii,Bee
Bombus distinguendus,Centaurea cyanus,Bee
Bombus distinguendus,Centaurea nigra,Bee
Bombus distinguendus,Centaurea scabiosa,Bee
Bombus distinguendus,Chamerion angustifolium,Bee
Bombus distinguendus,Cirsium arvense,Bee
Bombus distinguendus,Cirsium palustre,Bee
Bombus distinguendus,Cirsium vulgare,Bee
Bombus distinguendus,Comarum palustre,Bee
Bombus distinguendus,Geranium dissectum,Bee
Bombus distinguendus,Geranium endressii,Bee
Bombus distinguendus,Geranium molle,Bee
Bombus distinguendus,Geranium phaeum,Bee
Bombus distinguendus,Geranium pratense,Bee
Bombus distinguendus,Geranium pyrenaicum,Bee
Bombus distinguendus,Geranium robertianum,Bee
Bombus distinguendus,Geranium sanguineum,Bee
Bombus distinguendus,Geranium sylvaticum,Bee
Bombus distinguendus,Lathyrus pratensis,Bee
Bombus distinguendus,Lotus corniculatus,Bee
Bombus distinguendus,Odontites vernus,Bee
Bombus distinguendus,Pedicularis sylvatica,Bee
Bombus distinguendus,Prunella vulgaris,Bee
Bombus distinguendus,Rhinanthus minor,Bee
Bombus distinguendus,Rosa rugosa,Bee
Bombus distinguendus,Sambucus nigra,Bee
Bombus distinguendus,Scorzoneroides autumnalis,Bee
Bombus distinguendus,Senecio jacobaea,Bee
Bombus distinguendus,Silene dioica,Bee
Bombus distinguendus,Sonchus arvensis,Bee
Bombus distinguendus,Stachys alpina,Bee
Bombus distinguendus,Stachys officinalis,Bee
Bombus distinguendus,Stachys palustris,Bee
Bombus distinguendus,Stachys sylvatica,Bee
Bombus distinguendus,Symphytum asperum x officinale = S. x uplandicum,Bee
Bombus distinguendus,Symphytum officinale,Bee
Bombus distinguendus,Taraxacum,Bee
Bombus distinguendus,Trifolium pratense,Bee
Bombus distinguendus,Trifolium repens,Bee
Bombus distinguendus,Vaccinium uliginosum,Bee
Bombus distinguendus,Vicia cracca,Bee
Bombus distinguendus,Vicia faba,Bee
Bombus distinguendus,Vicia sativa,Bee
Bombus distinguendus,Vicia sepium,Bee
Bombus distinguendus,Viola tricolor,Bee
Bombus hortorum,Acer campestre,Bee
Bombus hortorum,Acer pseudoplatanus,Bee
Bombus hortorum,Aconitum napellus,Bee
Bombus hortorum,Aesculus hippocastanum,Bee
Bombus hortorum,Ajuga reptans,Bee
Bombus hortorum,Allium schoenoprasum,Bee
Bombus hortorum,Allium sphaerocephalon,Bee
Bombus hortorum,Allium triquetrum,Bee
Bombus hortorum,Allium ursinum,Bee
Bombus hortorum,Anacamptis morio,Bee
Bombus hortorum,Anthyllis vulneraria,Bee
Bombus hortorum,Arctium minus,Bee
Bombus hortorum,Armeria maritima,Bee
Bombus hortorum,Ballota nigra,Bee
Bombus hortorum,Beta vulgaris,Bee
Bombus hortorum,Bryonia dioica,Bee
Bombus hortorum,Buddleja davidii,Bee
Bombus hortorum,Calluna vulgaris,Bee
Bombus hortorum,Campanula glomerata,Bee
Bombus hortorum,Campanula latifolia,Bee
Bombus hortorum,Campanula persicifolia,Bee
Bombus hortorum,Campanula rotundifolia,Bee
Bombus hortorum,Campanula trachelium,Bee
Bombus hortorum,Carduus crispus,Bee
Bombus hortorum,Carduus nutans,Bee
Bombus hortorum,Centaurea cyanus,Bee
Bombus hortorum,Centaurea nigra,Bee
Bombus hortorum,Centaurea scabiosa,Bee
Bombus hortorum,Centranthus ruber,Bee
Bombus hortorum,Chaerophyllum temulum,Bee
Bombus hortorum,Chamerion angustifolium,Bee
Bombus hortorum,Chelidonium majus,Bee
Bombus hortorum,Cirsium acaule,Bee
Bombus hortorum,Cirsium arvense,Bee
Bombus hortorum,Cirsium dissectum,Bee
Bombus hortorum,Cirsium eriophorum,Bee
Bombus hortorum,Cirsium heterophyllum,Bee
Bombus hortorum,Cirsium palustre,Bee
Bombus hortorum,Cirsium tuberosum,Bee
Bombus hortorum,Cirsium vulgare,Bee
Bombus hortorum,Clematis vitalba,Bee
Bombus hortorum,Clinopodium vulgare,Bee
Bombus hortorum,Conium maculatum,Bee
Bombus hortorum,Consolida ajacis,Bee
Bombus hortorum,Convolvulus arvensis,Bee
Bombus hortorum,Crataegus monogyna,Bee
Bombus hortorum,Cytisus scoparius,Bee
Bombus hortorum,Digitalis purpurea,Bee
Bombus hortorum,Dipsacus fullonum,Bee
Bombus hortorum,Dipsacus pilosus,Bee
Bombus hortorum,Echium plantagineum,Bee
Bombus hortorum,Echium vulgare,Bee
Bombus hortorum,Epilobium hirsutum,Bee
Bombus hortorum,Erica cinerea,Bee
Bombus hortorum,Erica tetralix,Bee
Bombus hortorum,Erica vagans,Bee
Bombus hortorum,Eryngium maritimum,Bee
Bombus hortorum,Erysimum cheiri,Bee
Bombus hortorum,Euphrasia nemorosa,Bee
Bombus hortorum,Euphrasia officinalis,Bee
Bombus hortorum,Filipendula ulmaria,Bee
Bombus hortorum,Fritillaria meleagris,Bee
Bombus hortorum,Fuchsia magellanica,Bee
Bombus hortorum,Fumaria officinalis,Bee
Bombus hortorum,Galeopsis tetrahit,Bee
Bombus hortorum,Geranium dissectum,Bee
Bombus hortorum,Geranium endressii,Bee
Bombus hortorum,Geranium molle,Bee
Bombus hortorum,Geranium phaeum,Bee
Bombus hortorum,Geranium pratense,Bee
Bombus hortorum,Geranium pyrenaicum,Bee
Bombus hortorum,Geranium robertianum,Bee
Bombus hortorum,Geranium sanguineum,Bee
Bombus hortorum,Geranium sylvaticum,Bee
Bombus hortorum,Geum rivale,Bee
Bombus hortorum,Geum urbanum,Bee
Bombus hortorum,Glechoma hederacea,Bee
Bombus hortorum,Hedera helix,Bee
Bombus hortorum,Helianthemum nummularium,Bee
Bombus hortorum,Helleborus foetidus,Bee
Bombus hortorum,Heracleum sphondylium,Bee
Bombus hortorum,Hyacinthoides non-scripta,Bee
Bombus hortorum,Hypericum hirsutum,Bee
Bombus hortorum,Hypochaeris radicata,Bee
Bombus hortorum,Impatiens glandulifera,Bee
Bombus hortorum,Inula conyzae,Bee
Bombus hortorum,Inula crithmoides,Bee
Bombus hortorum,Inula helenium,Bee
Bombus hortorum,Iris pseudacorus,Bee
Bombus hortorum,Knautia arvensis,Bee
Bombus hortorum,Lamiastrum galeobdolon,Bee
Bombus hortorum,Lamium album,Bee
Bombus hortorum,Lamium maculatum,Bee
Bombus hortorum,Lamium purpureum,Bee
Bombus hortorum,Lapsana communis,Bee
Bombus hortorum,Lathyrus pratensis,Bee
Bombus hortorum,Lathyrus sylvestris,Bee
Bombus hortorum,Leontodon hispidus,Bee
Bombus hortorum,Leontodon saxatilis,Bee
Bombus hortorum,Leucanthemum vulgare,Bee
Bombus hortorum,Linaria purpurea,Bee
Bombus hortorum,Linaria repens,Bee
Bombus hortorum,Linaria vulgaris,Bee
Bombus hortorum,Lonicera periclymenum,Bee
Bombus hortorum,Lotus corniculatus,Bee
Bombus hortorum,Lotus pedunculatus,Bee
Bombus hortorum,Lychnis flos-cuculi,Bee
Bombus hortorum,Lythrum salicaria,Bee
Bombus hortorum,Mahonia aquifolium,Bee
Bombus hortorum,Malus domestica,Bee
Bombus hortorum,Malus sylvestris,Bee
Bombus hortorum,Malva moschata,Bee
Bombus hortorum,Malva sylvestris,Bee
Bombus hortorum,Meconopsis cambrica,Bee
Bombus hortorum,Medicago sativa,Bee
Bombus hortorum,Melilotus altissimus,Bee
Bombus hortorum,Melilotus officinalis,Bee
Bombus hortorum,Mentha aquatica,Bee
Bombus hortorum,Mentha arvensis,Bee
Bombus hortorum,Mentha spicata,Bee
Bombus hortorum,Mentha suaveolens,Bee
Bombus hortorum,Narcissus pseudonarcissus,Bee
Bombus hortorum,Nepeta cataria,Bee
Bombus hortorum,Odontites vernus,Bee
Bombus hortorum,Oenanthe crocata,Bee
Bombus hortorum,Onobrychis viciifolia,Bee
Bombus hortorum,Ononis repens,Bee
Bombus hortorum,Ononis spinosa,Bee
Bombus hortorum,Origanum vulgare,Bee
Bombus hortorum,Papaver rhoeas,Bee
Bombus hortorum,Pedicularis sylvatica,Bee
Bombus hortorum,Pentaglottis sempervirens,Bee
Bombus hortorum,Persicaria bistorta,Bee
Bombus hortorum,Pilosella officinarum,Bee
Bombus hortorum,Potentilla fruticosa,Bee
Bombus hortorum,Primula elatior,Bee
Bombus hortorum,Primula veris,Bee
Bombus hortorum,Primula vulgaris,Bee
Bombus hortorum,Prunella vulgaris,Bee
Bombus hortorum,Prunus avium,Bee
Bombus hortorum,Prunus cerasifera,Bee
Bombus hortorum,Prunus cerasus,Bee
Bombus hortorum,Prunus domestica,Bee
Bombus hortorum,Prunus laurocerasus,Bee
Bombus hortorum,Prunus padus,Bee
Bombus hortorum,Prunus spinosa,Bee
Bombus hortorum,Pulmonaria officinalis,Bee
Bombus hortorum,Ranunculus acris,Bee
Bombus hortorum,Raphanus raphanistrum,Bee
Bombus hortorum,Reseda lutea,Bee
Bombus hortorum,Rhinanthus minor,Bee
Bombus hortorum,Rhododendron ponticum,Bee
Bombus hortorum,Ribes nigrum,Bee
Bombus hortorum,Ribes rubrum,Bee
Bombus hortorum,Ribes uva-crispa,Bee
Bombus hortorum,Rosa arvensis,Bee
Bombus hortorum,Rosa canina,Bee
Bombus hortorum,Rosa rubiginosa,Bee
Bombus hortorum,Rosa rugosa,Bee
Bombus hortorum,Rosa spinosissima,Bee
Bombus hortorum,Rubus caesius,Bee
Bombus hortorum,Rubus fruticosus,Bee
Bombus hortorum,Rubus idaeus,Bee
Bombus hortorum,Rubus spectabilis,Bee
Bombus hortorum,Salix alba,Bee
Bombus hortorum,Salix aurita,Bee
Bombus hortorum,Salix caprea,Bee
Bombus hortorum,Salix cinerea,Bee
Bombus hortorum,Salix fragilis,Bee
Bombus hortorum,Salix pentandra,Bee
Bombus hortorum,Salix repens,Bee
Bombus hortorum,Salix viminalis,Bee
Bombus hortorum,Scabiosa columbaria,Bee
Bombus hortorum,Scorzoneroides autumnalis,Bee
Bombus hortorum,Scrophularia nodosa,Bee
Bombus hortorum,Sedum acre,Bee
Bombus hortorum,Sedum anglicum,Bee
Bombus hortorum,Sedum rupestre,Bee
Bombus hortorum,Sedum telephium,Bee
Bombus hortorum,Senecio jacobaea,Bee
Bombus hortorum,Silene dioica,Bee
Bombus hortorum,Sinapis arvensis,Bee
Bombus hortorum,Solanum dulcamara,Bee
Bombus hortorum,Stachys alpina,Bee
Bombus hortorum,Stachys officinalis,Bee
Bombus hortorum,Stachys palustris,Bee
Bombus hortorum,Stachys sylvatica,Bee
Bombus hortorum,Succisa pratensis,Bee
Bombus hortorum,Symphoricarpos albus,Bee
Bombus hortorum,Symphytum asperum x officinale = S. x uplandicum,Bee
Bombus hortorum,Symphytum officinale,Bee
Bombus hortorum,Taraxacum,Bee
Bombus hortorum,Teucrium scorodonia,Bee
Bombus hortorum,Thymus polytrichus,Bee
Bombus hortorum,Thymus pulegioides,Bee
Bombus hortorum,Thymus serpyllum,Bee
Bombus hortorum,Tilia cordata x platyphyllos = T. x europaea,Bee
Bombus hortorum,Trifolium campestre,Bee
Bombus hortorum,Trifolium dubium,Bee
Bombus hortorum,Trifolium hybridum,Bee
Bombus hortorum,Trifolium medium,Bee
Bombus hortorum,Trifolium occidentale,Bee
Bombus hortorum,Trifolium pratense,Bee
Bombus hortorum,Trifolium repens,Bee
Bombus hortorum,Ulex europaeus,Bee
Bombus hortorum,Ulex gallii,Bee
Bombus hortorum,Ulex minor,Bee
Bombus hortorum,Vicia cracca,Bee
Bombus hortorum,Vicia faba,Bee
Bombus hortorum,Vicia sativa,Bee
Bombus hortorum,Vicia sepium,Bee
Bombus hortorum,Vicia villosa,Bee
Bombus hortorum,Viola arvensis,Bee
Bombus hortorum,Viola hirta,Bee
Bombus hortorum,Viola odorata,Bee
Bombus hortorum,Viola riviniana,Bee
Bombus hortorum,Viola tricolor,Bee
Bombus humilis,Anthyllis vulneraria,Bee
Bombus humilis,Buddleja davidii,Bee
Bombus humilis,Campanula glomerata,Bee
Bombus humilis,Centaurea cyanus,Bee
Bombus humilis,Centaurea nigra,Bee
Bombus humilis,Centaurea scabiosa,Bee
Bombus humilis,Chamerion angustifolium,Bee
Bombus humilis,Cirsium acaule,Bee
Bombus humilis,Cirsium arvense,Bee
Bombus humilis,Cirsium dissectum,Bee
Bombus humilis,Cirsium eriophorum,Bee
Bombus humilis,Cirsium heterophyllum,Bee
Bombus humilis,Cirsium palustre,Bee
Bombus humilis,Cirsium tuberosum,Bee
Bombus humilis,Cirsium vulgare,Bee
Bombus humilis,Clinopodium vulgare,Bee
Bombus humilis,Crataegus monogyna,Bee
Bombus humilis,Crepis capillaris,Bee
Bombus humilis,Dipsacus fullonum,Bee
Bombus humilis,Dipsacus pilosus,Bee
Bombus humilis,Echium plantagineum,Bee
Bombus humilis,Echium vulgare,Bee
Bombus humilis,Epilobium hirsutum,Bee
Bombus humilis,Epilobium montanum,Bee
Bombus humilis,Epilobium parviflorum,Bee
Bombus humilis,Epilobium tetragonum,Bee
Bombus humilis,Eryngium maritimum,Bee
Bombus humilis,Hippocrepis comosa,Bee
Bombus humilis,Iris pseudacorus,Bee
Bombus humilis,Knautia arvensis,Bee
Bombus humilis,Lathyrus pratensis,Bee
Bombus humilis,Lathyrus sylvestris,Bee
Bombus humilis,Linaria purpurea,Bee
Bombus humilis,Linaria vulgaris,Bee
Bombus humilis,Lotus corniculatus,Bee
Bombus humilis,Lotus pedunculatus,Bee
Bombus humilis,Lotus tenuis,Bee
Bombus humilis,Medicago lupulina,Bee
Bombus humilis,Medicago sativa,Bee
Bombus humilis,Melilotus altissimus,Bee
Bombus humilis,Melilotus officinalis,Bee
Bombus humilis,Mentha aquatica,Bee
Bombus humilis,Odontites vernus,Bee
Bombus humilis,Onobrychis viciifolia,Bee
Bombus humilis,Ononis repens,Bee
Bombus humilis,Ononis spinosa,Bee
Bombus humilis,Pilosella officinarum,Bee
Bombus humilis,Prunella vulgaris,Bee
Bombus humilis,Rhinanthus minor,Bee
Bombus humilis,Rubus caesius,Bee
Bombus humilis,Rubus fruticosus,Bee
Bombus humilis,Scabiosa columbaria,Bee
