POLLINATOR_NAME,PLANT_NAME,Group
Pyronia tithonus,Vicia cracca,Butterfly
Satyrium pruni,Ficaria verna,Butterfly
Satyrium pruni,Heracleum sphondylium,Butterfly
Satyrium pruni,Ligustrum vulgare,Butterfly
Satyrium pruni,Ranunculus acris,Butterfly
Satyrium pruni,Ranunculus aquatilis,Butterfly
Satyrium pruni,Ranunculus bulbosus,Butterfly
Satyrium pruni,Ranunculus flammula,Butterfly
Satyrium pruni,Ranunculus lingua,Butterfly
Satyrium pruni,Ranunculus repens,Butterfly
Satyrium pruni,Rosa canina,Butterfly
Satyrium pruni,Rubus fruticosus,Butterfly
Satyrium w-album,Bryonia dioica,Butterfly
Satyrium w-album,Carduus crispus,Butterfly
Satyrium w-album,Carlina vulgaris,Butterfly
Satyrium w-album,Chamerion angustifolium,Butterfly
Satyrium w-album,Cirsium acaule,Butterfly
Satyrium w-album,Cirsium arvense,Butterfly
Satyrium w-album,Cirsium dissectum,Butterfly
Satyrium w-album,Cirsium eriophorum,Butterfly
Satyrium w-album,Cirsium heterophyllum,Butterfly
Satyrium w-album,Cirsium palustre,Butterfly
Satyrium w-album,Cirsium tuberosum,Butterfly
Satyrium w-album,Cirsium vulgare,Butterfly
Satyrium w-album,Clematis vitalba,Butterfly
Satyrium w-album,Dipsacus fullonum,Butterfly
Satyrium w-album,Epilobium hirsutum,Butterfly
Satyrium w-album,Eupatorium cannabinum,Butterfly
Satyrium w-album,Heracleum sphondylium,Butterfly
Satyrium w-album,Leucanthemum lacustre x maximum = L. x superbum,Butterfly
Satyrium w-album,Leucanthemum vulgare,Butterfly
Satyrium w-album,Ligustrum ovalifolium,Butterfly
Satyrium w-album,Ligustrum vulgare,Butterfly
Satyrium w-album,Mentha suaveolens,Butterfly
Satyrium w-album,Oenanthe crocata,Butterfly
Satyrium w-album,Origanum vulgare,Butterfly
Satyrium w-album,Pulicaria dysenterica,Butterfly
Satyrium w-album,Rubus fruticosus,Butterfly
Satyrium w-album,Senecio aquaticus,Butterfly
Satyrium w-album,Senecio cineraria,Butterfly
Satyrium w-album,Senecio erucifolius,Butterfly
Satyrium w-album,Senecio jacobaea,Butterfly
Satyrium w-album,Senecio squalidus,Butterfly
Satyrium w-album,Senecio vulgaris,Butterfly
Satyrium w-album,Solidago canadensis,Butterfly
Satyrium w-album,Sonchus arvensis,Butterfly
Satyrium w-album,Thymus polytrichus,Butterfly
Thecla betulae,Cirsium acaule,Butterfly
Thecla betulae,Cirsium arvense,Butterfly
Thecla betulae,Cirsium dissectum,Butterfly
Thecla betulae,Cirsium eriophorum,Butterfly
Thecla betulae,Cirsium heterophyllum,Butterfly
Thecla betulae,Cirsium palustre,Butterfly
Thecla betulae,Cirsium tuberosum,Butterfly
Thecla betulae,Cirsium vulgare,Butterfly
Thecla betulae,Eupatorium cannabinum,Butterfly
Thecla betulae,Heracleum sphondylium,Butterfly
Thecla betulae,Pulicaria dysenterica,Butterfly
Thecla betulae,Rubus fruticosus,Butterfly
Thecla betulae,Senecio jacobaea,Butterfly
Thecla betulae,Succisa pratensis,Butterfly
Thymelicus acteon,Centaurea cyanus,Butterfly
Thymelicus acteon,Centaurea nigra,Butterfly
Thymelicus acteon,Centaurea scabiosa,Butterfly
Thymelicus acteon,Cirsium acaule,Butterfly
Thymelicus acteon,Cirsium arvense,Butterfly
Thymelicus acteon,Cirsium dissectum,Butterfly
Thymelicus acteon,Cirsium eriophorum,Butterfly
Thymelicus acteon,Cirsium heterophyllum,Butterfly
Thymelicus acteon,Cirsium palustre,Butterfly
Thymelicus acteon,Cirsium tuberosum,Butterfly
Thymelicus acteon,Cirsium vulgare,Butterfly
Thymelicus acteon,Dipsacus fullonum,Butterfly
Thymelicus acteon,Echium vulgare,Butterfly
Thymelicus acteon,Knautia arvensis,Butterfly
Thymelicus acteon,Lotus corniculatus,Butterfly
Thymelicus acteon,Origanum vulgare,Butterfly
Thymelicus acteon,Rubus fruticosus,Butterfly
Thymelicus acteon,Scabiosa columbaria,Butterfly
Thymelicus acteon,Senecio jacobaea,Butterfly
Thymelicus lineola,Anthriscus sylvestris,Butterfly
Thymelicus lineola,Anthyllis vulneraria,Butterfly
Thymelicus lineola,Arctium minus,Butterfly
Thymelicus lineola,Ballota nigra,Butterfly
Thymelicus lineola,Buddleja davidii,Butterfly
Thymelicus lineola,Calluna vulgaris,Butterfly
Thymelicus lineola,Centaurea cyanus,Butterfly
Thymelicus lineola,Centaurea nigra,Butterfly
Thymelicus lineola,Centaurea scabiosa,Butterfly
Thymelicus lineola,Cirsium acaule,Butterfly
Thymelicus lineola,Cirsium arvense,Butterfly
Thymelicus lineola,Cirsium dissectum,Butterfly
Thymelicus lineola,Cirsium eriophorum,Butterfly
Thymelicus lineola,Cirsium heterophyllum,Butterfly
Thymelicus lineola,Cirsium palustre,Butterfly
Thymelicus lineola,Cirsium tuberosum,Butterfly
Thymelicus lineola,Cirsium vulgare,Butterfly
Thymelicus lineola,Echium vulgare,Butterfly
Thymelicus lineola,Galium verum,Butterfly
Thymelicus lineola,Limonium vulgare,Butterfly
Thymelicus lineola,Lotus corniculatus,Butterfly
Thymelicus lineola,Medicago sativa,Butterfly
Thymelicus lineola,Ononis repens,Butterfly
Thymelicus lineola,Origanum vulgare,Butterfly
Thymelicus lineola,Prunella vulgaris,Butterfly
Thymelicus lineola,Pulicaria dysenterica,Butterfly
Thymelicus lineola,Senecio jacobaea,Butterfly
Thymelicus lineola,Stachys officinalis,Butterfly
Thymelicus lineola,Trifolium medium,Butterfly
Thymelicus lineola,Trifolium pratense,Butterfly
Thymelicus lineola,Trifolium repens,Butterfly
Thymelicus sylvestris,Achillea millefolium,Butterfly
Thymelicus sylvestris,Aconitum napellus,Butterfly
Thymelicus sylvestris,Allium schoenoprasum,Butterfly
Thymelicus sylvestris,Anacamptis pyramidalis,Butterfly
Thymelicus sylvestris,Arctium lappa,Butterfly
Thymelicus sylvestris,Arctium minus,Butterfly
Thymelicus sylvestris,Armeria maritima,Butterfly
Thymelicus sylvestris,Aster novi-belgii,Butterfly
Thymelicus sylvestris,Atriplex patula,Butterfly
Thymelicus sylvestris,Ballota nigra,Butterfly
Thymelicus sylvestris,Buddleja davidii,Butterfly
Thymelicus sylvestris,Calluna vulgaris,Butterfly
Thymelicus sylvestris,Carduus crispus,Butterfly
Thymelicus sylvestris,Carduus nutans,Butterfly
Thymelicus sylvestris,Carduus tenuiflorus,Butterfly
Thymelicus sylvestris,Centaurea cyanus,Butterfly
Thymelicus sylvestris,Centaurea nigra,Butterfly
Thymelicus sylvestris,Centaurea scabiosa,Butterfly
Thymelicus sylvestris,Centaurium erythraea,Butterfly
Thymelicus sylvestris,Centranthus ruber,Butterfly
Thymelicus sylvestris,Chamerion angustifolium,Butterfly
Thymelicus sylvestris,Cirsium acaule,Butterfly
Thymelicus sylvestris,Cirsium arvense,Butterfly
Thymelicus sylvestris,Cirsium dissectum,Butterfly
Thymelicus sylvestris,Cirsium eriophorum,Butterfly
Thymelicus sylvestris,Cirsium heterophyllum,Butterfly
Thymelicus sylvestris,Cirsium palustre,Butterfly
Thymelicus sylvestris,Cirsium tuberosum,Butterfly
Thymelicus sylvestris,Cirsium vulgare,Butterfly
Thymelicus sylvestris,Comarum palustre,Butterfly
Thymelicus sylvestris,Crepis biennis,Butterfly
Thymelicus sylvestris,Crepis capillaris,Butterfly
Thymelicus sylvestris,Crepis vesicaria,Butterfly
Thymelicus sylvestris,Dactylorhiza fuchsii,Butterfly
Thymelicus sylvestris,Dactylorhiza praetermissa,Butterfly
Thymelicus sylvestris,Dactylorhiza purpurella,Butterfly
Thymelicus sylvestris,Dipsacus fullonum,Butterfly
Thymelicus sylvestris,Echium vulgare,Butterfly
Thymelicus sylvestris,Epilobium hirsutum,Butterfly
Thymelicus sylvestris,Erica cinerea,Butterfly
Thymelicus sylvestris,Eupatorium cannabinum,Butterfly
Thymelicus sylvestris,Ficaria verna,Butterfly
Thymelicus sylvestris,Filipendula ulmaria,Butterfly
Thymelicus sylvestris,Geranium dissectum,Butterfly
Thymelicus sylvestris,Geranium endressii,Butterfly
Thymelicus sylvestris,Geranium molle,Butterfly
Thymelicus sylvestris,Geranium phaeum,Butterfly
Thymelicus sylvestris,Geranium pratense,Butterfly
Thymelicus sylvestris,Geranium pyrenaicum,Butterfly
Thymelicus sylvestris,Geranium robertianum,Butterfly
Thymelicus sylvestris,Geranium sanguineum,Butterfly
Thymelicus sylvestris,Geranium sylvaticum,Butterfly
Thymelicus sylvestris,Heracleum sphondylium,Butterfly
Thymelicus sylvestris,Hypericum androsaemum,Butterfly
Thymelicus sylvestris,Hypericum calycinum,Butterfly
Thymelicus sylvestris,Hypericum hirsutum,Butterfly
Thymelicus sylvestris,Hypericum maculatum,Butterfly
Thymelicus sylvestris,Hypericum perforatum,Butterfly
Thymelicus sylvestris,Hypericum pulchrum,Butterfly
Thymelicus sylvestris,Hypochaeris radicata,Butterfly
Thymelicus sylvestris,Iberis amara,Butterfly
Thymelicus sylvestris,Impatiens glandulifera,Butterfly
Thymelicus sylvestris,Inula conyzae,Butterfly
Thymelicus sylvestris,Inula crithmoides,Butterfly
Thymelicus sylvestris,Inula helenium,Butterfly
Thymelicus sylvestris,Knautia arvensis,Butterfly
Thymelicus sylvestris,Lapsana communis,Butterfly
Thymelicus sylvestris,Lathyrus latifolius,Butterfly
Thymelicus sylvestris,Lathyrus pratensis,Butterfly
Thymelicus sylvestris,Lavatera arborea,Butterfly
Thymelicus sylvestris,Leontodon hispidus,Butterfly
Thymelicus sylvestris,Leontodon saxatilis,Butterfly
Thymelicus sylvestris,Leucanthemum lacustre x maximum = L. x superbum,Butterfly
Thymelicus sylvestris,Leucanthemum vulgare,Butterfly
Thymelicus sylvestris,Ligustrum ovalifolium,Butterfly
Thymelicus sylvestris,Limonium vulgare,Butterfly
Thymelicus sylvestris,Lobelia urens,Butterfly
Thymelicus sylvestris,Lobularia maritima,Butterfly
Thymelicus sylvestris,Lotus corniculatus,Butterfly
Thymelicus sylvestris,Lychnis flos-cuculi,Butterfly
Thymelicus sylvestris,Lythrum salicaria,Butterfly
Thymelicus sylvestris,Matthiola incana,Butterfly
Thymelicus sylvestris,Medicago lupulina,Butterfly
Thymelicus sylvestris,Mentha aquatica,Butterfly
Thymelicus sylvestris,Mentha arvensis,Butterfly
Thymelicus sylvestris,Mentha spicata,Butterfly
Thymelicus sylvestris,Mentha suaveolens,Butterfly
Thymelicus sylvestris,Myosotis arvensis,Butterfly
Thymelicus sylvestris,Myosotis scorpioides,Butterfly
Thymelicus sylvestris,Onobrychis viciifolia,Butterfly
Thymelicus sylvestris,Ononis repens,Butterfly
Thymelicus sylvestris,Origanum vulgare,Butterfly
Thymelicus sylvestris,Persicaria amphibia,Butterfly
Thymelicus sylvestris,Persicaria bistorta,Butterfly
Thymelicus sylvestris,Persicaria hydropiper,Butterfly
Thymelicus sylvestris,Persicaria lapathifolia,Butterfly
Thymelicus sylvestris,Persicaria maculosa,Butterfly
Thymelicus sylvestris,Pilosella officinarum,Butterfly
Thymelicus sylvestris,Potentilla anserina,Butterfly
Thymelicus sylvestris,Potentilla erecta,Butterfly
Thymelicus sylvestris,Potentilla fruticosa,Butterfly
Thymelicus sylvestris,Potentilla reptans,Butterfly
Thymelicus sylvestris,Prunella vulgaris,Butterfly
Thymelicus sylvestris,Pulicaria dysenterica,Butterfly
Thymelicus sylvestris,Ranunculus acris,Butterfly
Thymelicus sylvestris,Ranunculus aquatilis,Butterfly
Thymelicus sylvestris,Ranunculus bulbosus,Butterfly
Thymelicus sylvestris,Ranunculus flammula,Butterfly
Thymelicus sylvestris,Ranunculus lingua,Butterfly
Thymelicus sylvestris,Ranunculus repens,Butterfly
Thymelicus sylvestris,Rubus fruticosus,Butterfly
Thymelicus sylvestris,Scabiosa columbaria,Butterfly
Thymelicus sylvestris,Sedum acre,Butterfly
Thymelicus sylvestris,Sedum anglicum,Butterfly
Thymelicus sylvestris,Sedum rupestre,Butterfly
Thymelicus sylvestris,Sedum telephium,Butterfly
Thymelicus sylvestris,Senecio jacobaea,Butterfly
Thymelicus sylvestris,Solidago canadensis,Butterfly
Thymelicus sylvestris,Stachys officinalis,Butterfly
Thymelicus sylvestris,Succisa pratensis,Butterfly
Thymelicus sylvestris,Tanacetum parthenium,Butterfly
Thymelicus sylvestris,Taraxacum,Butterfly
Thymelicus sylvestris,Thymus polytrichus,Butterfly
Thymelicus sylvestris,Trifolium campestre,Butterfly
Thymelicus sylvestris,Trifolium dubium,Butterfly
Thymelicus sylvestris,Trifolium hybridum,Butterfly
Thymelicus sylvestris,Trifolium medium,Butterfly
Thymelicus sylvestris,Trifolium occidentale,Butterfly
Thymelicus sylvestris,Trifolium pratense,Butterfly
Thymelicus sylvestris,Trifolium repens,Butterfly
Thymelicus sylvestris,Tripleurospermum inodorum,Butterfly
Thymelicus sylvestris,Vicia cracca,Butterfly
Thymelicus sylvestris,Vicia faba,Butterfly
Thymelicus sylvestris,Vicia lutea,Butterfly
Thymelicus sylvestris,Vicia sativa,Butterfly
Thymelicus sylvestris,Vicia sepium,Butterfly
Thymelicus sylvestris,Vicia sylvatica,Butterfly
Thymelicus sylvestris,Vicia villosa,Butterfly
Vanessa atalanta,Anaphalis margaritacea,Butterfly
Vanessa atalanta,Arbutus unedo,Butterfly
Vanessa atalanta,Arctium lappa,Butterfly
Vanessa atalanta,Aster lanceolatus x novi-belgii = A. x salignus,Butterfly
Vanessa atalanta,Aster novi-belgii,Butterfly
Vanessa atalanta,Aster tripolium,Butterfly
Vanessa atalanta,Bellis perennis,Butterfly
Vanessa atalanta,Buddleja davidii,Butterfly
Vanessa atalanta,Calendula officinalis,Butterfly
Vanessa atalanta,Calluna vulgaris,Butterfly
Vanessa atalanta,Calystegia silvatica,Butterfly
Vanessa atalanta,Carlina vulgaris,Butterfly
Vanessa atalanta,Centaurea cyanus,Butterfly
Vanessa atalanta,Centaurea nigra,Butterfly
Vanessa atalanta,Centaurea scabiosa,Butterfly
Vanessa atalanta,Centranthus ruber,Butterfly
Vanessa atalanta,Cirsium acaule,Butterfly
Vanessa atalanta,Cirsium arvense,Butterfly
Vanessa atalanta,Cirsium dissectum,Butterfly
Vanessa atalanta,Cirsium eriophorum,Butterfly
Vanessa atalanta,Cirsium heterophyllum,Butterfly
Vanessa atalanta,Cirsium palustre,Butterfly
Vanessa atalanta,Cirsium tuberosum,Butterfly
Vanessa atalanta,Cirsium vulgare,Butterfly
Vanessa atalanta,Comarum palustre,Butterfly
Vanessa atalanta,Cotoneaster bullatus,Butterfly
Vanessa atalanta,Cotoneaster horizontalis,Butterfly
Vanessa atalanta,Cotoneaster simonsii,Butterfly
Vanessa atalanta,Crataegus monogyna,Butterfly
Vanessa atalanta,Dipsacus fullonum,Butterfly
Vanessa atalanta,Erysimum cheiri,Butterfly
Vanessa atalanta,Eupatorium cannabinum,Butterfly
Vanessa atalanta,Fallopia japonica,Butterfly
Vanessa atalanta,Galanthus nivalis,Butterfly
Vanessa atalanta,Geranium dissectum,Butterfly
Vanessa atalanta,Geranium endressii,Butterfly
Vanessa atalanta,Geranium molle,Butterfly
Vanessa atalanta,Geranium phaeum,Butterfly
Vanessa atalanta,Geranium pratense,Butterfly
Vanessa atalanta,Geranium pyrenaicum,Butterfly
Vanessa atalanta,Geranium robertianum,Butterfly
Vanessa atalanta,Geranium sanguineum,Butterfly
Vanessa atalanta,Geranium sylvaticum,Butterfly
Vanessa atalanta,Hedera helix,Butterfly
Vanessa atalanta,Helianthus annuus,Butterfly
Vanessa atalanta,Hesperis matronalis,Butterfly
Vanessa atalanta,Ilex aquifolium,Butterfly
Vanessa atalanta,Impatiens glandulifera,Butterfly
Vanessa atalanta,Knautia arvensis,Butterfly
Vanessa atalanta,Leontodon saxatilis,Butterfly
Vanessa atalanta,Leucanthemum lacustre x maximum = L. x superbum,Butterfly
Vanessa atalanta,Ligustrum ovalifolium,Butterfly
Vanessa atalanta,Lobelia urens,Butterfly
Vanessa atalanta,Lobularia maritima,Butterfly
Vanessa atalanta,Lonicera periclymenum,Butterfly
Vanessa atalanta,Lythrum salicaria,Butterfly
Vanessa atalanta,Malus domestica,Butterfly
Vanessa atalanta,Medicago sativa,Butterfly
Vanessa atalanta,Mentha aquatica,Butterfly
Vanessa atalanta,Mentha arvensis,Butterfly
Vanessa atalanta,Mentha spicata,Butterfly
Vanessa atalanta,Mentha suaveolens,Butterfly
Vanessa atalanta,Myosotis arvensis,Butterfly
Vanessa atalanta,Myosotis scorpioides,Butterfly
Vanessa atalanta,Narcissus pseudonarcissus,Butterfly
Vanessa atalanta,Origanum vulgare,Butterfly
Vanessa atalanta,Potentilla anserina,Butterfly
Vanessa atalanta,Potentilla erecta,Butterfly
Vanessa atalanta,Potentilla fruticosa,Butterfly
Vanessa atalanta,Potentilla reptans,Butterfly
Vanessa atalanta,Primula vulgaris,Butterfly
Vanessa atalanta,Prunus avium,Butterfly
Vanessa atalanta,Prunus cerasifera,Butterfly
Vanessa atalanta,Prunus cerasus,Butterfly
Vanessa atalanta,Prunus domestica,Butterfly
Vanessa atalanta,Prunus laurocerasus,Butterfly
Vanessa atalanta,Prunus padus,Butterfly
Vanessa atalanta,Prunus spinosa,Butterfly
Vanessa atalanta,Pulicaria dysenterica,Butterfly
Vanessa atalanta,Pyrus communis,Butterfly
Vanessa atalanta,Rubus fruticosus,Butterfly
Vanessa atalanta,Scabiosa columbaria,Butterfly
Vanessa atalanta,Senecio jacobaea,Butterfly
Vanessa atalanta,Silene dioica,Butterfly
Vanessa atalanta,Solidago canadensis,Butterfly
Vanessa atalanta,Stachys officinalis,Butterfly
Vanessa atalanta,Succisa pratensis,Butterfly
Vanessa atalanta,Tanacetum parthenium,Butterfly
Vanessa atalanta,Thymus polytrichus,Butterfly
Vanessa atalanta,Trifolium campestre,Butterfly
Vanessa atalanta,Trifolium dubium,Butterfly
Vanessa atalanta,Trifolium hybridum,Butterfly
Vanessa atalanta,Trifolium medium,Butterfly
Vanessa atalanta,Trifolium occidentale,Butterfly
Vanessa atalanta,Trifolium pratense,Butterfly
Vanessa atalanta,Trifolium repens,Butterfly
Vanessa atalanta,Veronica beccabunga,Butterfly
Vanessa atalanta,Veronica chamaedrys,Butterfly
Vanessa atalanta,Veronica officinalis,Butterfly
Vanessa atalanta,Veronica persica,Butterfly
Vanessa atalanta,Veronica spicata,Butterfly
Vanessa atalanta,Viburnum lantana,Butterfly
Vanessa cardui,Achillea millefolium,Butterfly
Vanessa cardui,Ajuga reptans,Butterfly
Vanessa cardui,Anaphalis margaritacea,Butterfly
Vanessa cardui,Anthemis arvensis,Butterfly
Vanessa cardui,Arctium lappa,Butterfly
Vanessa cardui,Aster lanceolatus x novi-belgii = A. x salignus,Butterfly
Vanessa cardui,Aster novi-belgii,Butterfly
Vanessa cardui,Aster tripolium,Butterfly
Vanessa cardui,Bellis perennis,Butterfly
Vanessa cardui,Brassica oleracea,Butterfly
Vanessa cardui,Buddleja davidii,Butterfly
Vanessa cardui,Calluna vulgaris,Butterfly
Vanessa cardui,Carlina vulgaris,Butterfly
Vanessa cardui,Centaurea cyanus,Butterfly
Vanessa cardui,Centaurea nigra,Butterfly
Vanessa cardui,Centaurea scabiosa,Butterfly
Vanessa cardui,Centranthus ruber,Butterfly
Vanessa cardui,Cirsium acaule,Butterfly
Vanessa cardui,Cirsium arvense,Butterfly
Vanessa cardui,Cirsium dissectum,Butterfly
Vanessa cardui,Cirsium eriophorum,Butterfly
Vanessa cardui,Cirsium heterophyllum,Butterfly
Vanessa cardui,Cirsium palustre,Butterfly
Vanessa cardui,Cirsium tuberosum,Butterfly
Vanessa cardui,Cirsium vulgare,Butterfly
Vanessa cardui,Dipsacus fullonum,Butterfly
Vanessa cardui,Echium vulgare,Butterfly
Vanessa cardui,Epilobium montanum,Butterfly
Vanessa cardui,Erigeron karvinskianus,Butterfly
Vanessa cardui,Erysimum cheiri,Butterfly
Vanessa cardui,Eupatorium cannabinum,Butterfly
Vanessa cardui,Hedera helix,Butterfly
Vanessa cardui,Helianthus annuus,Butterfly
Vanessa cardui,Heracleum sphondylium,Butterfly
Vanessa cardui,Hesperis matronalis,Butterfly
Vanessa cardui,Hyacinthoides hispanica,Butterfly
Vanessa cardui,Impatiens glandulifera,Butterfly
Vanessa cardui,Knautia arvensis,Butterfly
Vanessa cardui,Leontodon saxatilis,Butterfly
Vanessa cardui,Leucanthemum vulgare,Butterfly
Vanessa cardui,Ligustrum ovalifolium,Butterfly
Vanessa cardui,Ligustrum vulgare,Butterfly
Vanessa cardui,Limonium vulgare,Butterfly
Vanessa cardui,Lobelia urens,Butterfly
Vanessa cardui,Lobularia maritima,Butterfly
Vanessa cardui,Lotus corniculatus,Butterfly
Vanessa cardui,Matthiola incana,Butterfly
Vanessa cardui,Melilotus officinalis,Butterfly
Vanessa cardui,Mentha aquatica,Butterfly
Vanessa cardui,Mentha arvensis,Butterfly
Vanessa cardui,Mentha spicata,Butterfly
Vanessa cardui,Mentha suaveolens,Butterfly
Vanessa cardui,Oenanthe silaifolia,Butterfly
Vanessa cardui,Origanum vulgare,Butterfly
Vanessa cardui,Pilosella officinarum,Butterfly
Vanessa cardui,Plantago media,Butterfly
Vanessa cardui,Pulicaria dysenterica,Butterfly
Vanessa cardui,Ranunculus acris,Butterfly
Vanessa cardui,Rubus fruticosus,Butterfly
Vanessa cardui,Salix cinerea,Butterfly
Vanessa cardui,Scabiosa columbaria,Butterfly
Vanessa cardui,Senecio aquaticus,Butterfly
Vanessa cardui,Senecio jacobaea,Butterfly
Vanessa cardui,Senecio squalidus,Butterfly
Vanessa cardui,Solidago canadensis,Butterfly
Vanessa cardui,Succisa pratensis,Butterfly
Vanessa cardui,Symphytum officinale,Butterfly
Vanessa cardui,Tanacetum parthenium,Butterfly
Vanessa cardui,Taraxacum,Butterfly
Vanessa cardui,Trifolium hybridum,Butterfly
Vanessa cardui,Trifolium pratense,Butterfly
Vanessa cardui,Trifolium repens,Butterfly
Vanessa cardui,Viburnum lantana,Butterfly
Vanessa cardui,Vicia sativa,Butterfly
Anasimyia contracta,Ficaria verna,Hoverfly
Anasimyia contracta,Ranunculus acris,Hoverfly
Anasimyia contracta,Ranunculus aquatilis,Hoverfly
Anasimyia contracta,Ranunculus bulbosus,Hoverfly
Anasimyia contracta,Ranunculus flammula,Hoverfly
Anasimyia contracta,Ranunculus lingua,Hoverfly
Anasimyia contracta,Ranunculus repens,Hoverfly
Anasimyia contracta,Salix alba,Hoverfly
Anasimyia contracta,Salix aurita,Hoverfly
Anasimyia contracta,Salix caprea,Hoverfly
Anasimyia contracta,Salix cinerea,Hoverfly
Anasimyia contracta,Salix fragilis,Hoverfly
Anasimyia contracta,Salix pentandra,Hoverfly
Anasimyia contracta,Salix repens,Hoverfly
Anasimyia contracta,Salix viminalis,Hoverfly
Anasimyia contracta,Taraxacum,Hoverfly
Anasimyia lineata,Alisma plantago-aquatica,Hoverfly
Anasimyia lineata,Caltha palustris,Hoverfly
Anasimyia lineata,Cirsium acaule,Hoverfly
Anasimyia lineata,Cirsium arvense,Hoverfly
Anasimyia lineata,Cirsium dissectum,Hoverfly
Anasimyia lineata,Cirsium eriophorum,Hoverfly
Anasimyia lineata,Cirsium heterophyllum,Hoverfly
Anasimyia lineata,Cirsium palustre,Hoverfly
Anasimyia lineata,Cirsium tuberosum,Hoverfly
Anasimyia lineata,Cirsium vulgare,Hoverfly
Anasimyia lineata,Equisetum telmateia,Hoverfly
Anasimyia lineata,Ficaria verna,Hoverfly
Anasimyia lineata,Lythrum salicaria,Hoverfly
Anasimyia lineata,Menyanthes trifoliata,Hoverfly
Anasimyia lineata,Plantago lanceolata,Hoverfly
Anasimyia lineata,Ranunculus acris,Hoverfly
Anasimyia lineata,Ranunculus aquatilis,Hoverfly
Anasimyia lineata,Ranunculus bulbosus,Hoverfly
Anasimyia lineata,Ranunculus flammula,Hoverfly
Anasimyia lineata,Ranunculus lingua,Hoverfly
Anasimyia lineata,Ranunculus repens,Hoverfly
Anasimyia lineata,Salix alba,Hoverfly
Anasimyia lineata,Salix aurita,Hoverfly
Anasimyia lineata,Salix caprea,Hoverfly
Anasimyia lineata,Salix cinerea,Hoverfly
Anasimyia lineata,Salix fragilis,Hoverfly
Anasimyia lineata,Salix pentandra,Hoverfly
Anasimyia lineata,Salix repens,Hoverfly
Anasimyia lineata,Salix viminalis,Hoverfly
Anasimyia lineata,Senecio jacobaea,Hoverfly
Anasimyia lunulata,Salix alba,Hoverfly
Anasimyia lunulata,Salix aurita,Hoverfly
Anasimyia lunulata,Salix caprea,Hoverfly
Anasimyia lunulata,Salix cinerea,Hoverfly
Anasimyia lunulata,Salix fragilis,Hoverfly
Anasimyia lunulata,Salix pentandra,Hoverfly
Anasimyia lunulata,Salix repens,Hoverfly
Anasimyia lunulata,Salix viminalis,Hoverfly
Anasimyia transfuga,Mentha aquatica,Hoverfly
Anasimyia transfuga,Mentha arvensis,Hoverfly
Anasimyia transfuga,Mentha spicata,Hoverfly
Anasimyia transfuga,Mentha suaveolens,Hoverfly
Anasimyia transfuga,Salix alba,Hoverfly
Anasimyia transfuga,Salix aurita,Hoverfly
Anasimyia transfuga,Salix caprea,Hoverfly
Anasimyia transfuga,Salix cinerea,Hoverfly
Anasimyia transfuga,Salix fragilis,Hoverfly
Anasimyia transfuga,Salix pentandra,Hoverfly
Anasimyia transfuga,Salix repens,Hoverfly
Anasimyia transfuga,Salix viminalis,Hoverfly
Arctophila superbiens,Angelica sylvestris,Hoverfly
Arctophila superbiens,Centaurea cyanus,Hoverfly
Arctophila superbiens,Centaurea nigra,Hoverfly
Arctophila superbiens,Centaurea scabiosa,Hoverfly
Arctophila superbiens,Cirsium acaule,Hoverfly
Arctophila superbiens,Cirsium arvense,Hoverfly
Arctophila superbiens,Cirsium dissectum,Hoverfly
Arctophila superbiens,Cirsium eriophorum,Hoverfly
Arctophila superbiens,Cirsium heterophyllum,Hoverfly
Arctophila superbiens,Cirsium palustre,Hoverfly
Arctophila superbiens,Cirsium tuberosum,Hoverfly
Arctophila superbiens,Cirsium vulgare,Hoverfly
Arctophila superbiens,Hedera helix,Hoverfly
Arctophila superbiens,Leontodon hispidus,Hoverfly
Arctophila superbiens,Leontodon saxatilis,Hoverfly
Arctophila superbiens,Mentha aquatica,Hoverfly
Arctophila superbiens,Mentha arvensis,Hoverfly
Arctophila superbiens,Mentha spicata,Hoverfly
Arctophila superbiens,Mentha suaveolens,Hoverfly
Arctophila superbiens,Pulicaria dysenterica,Hoverfly
Arctophila superbiens,Scorzoneroides autumnalis,Hoverfly
Arctophila superbiens,Senecio jacobaea,Hoverfly
Arctophila superbiens,Sonchus arvensis,Hoverfly
Arctophila superbiens,Sonchus asper,Hoverfly
Arctophila superbiens,Sonchus oleraceus,Hoverfly
Arctophila superbiens,Succisa pratensis,Hoverfly
Arctophila superbiens,Taraxacum,Hoverfly
Baccha elongata,Aesculus hippocastanum,Hoverfly
Baccha elongata,Allium ursinum,Hoverfly
Baccha elongata,Anthriscus sylvestris,Hoverfly
Baccha elongata,Caltha palustris,Hoverfly
Baccha elongata,Centaurea cyanus,Hoverfly
Baccha elongata,Centaurea nigra,Hoverfly
Baccha elongata,Centaurea scabiosa,Hoverfly
Baccha elongata,Chaerophyllum temulum,Hoverfly
Baccha elongata,Circaea lutetiana,Hoverfly
Baccha elongata,Cytisus scoparius,Hoverfly
Baccha elongata,Epilobium hirsutum,Hoverfly
Baccha elongata,Epilobium montanum,Hoverfly
Baccha elongata,Epilobium parviflorum,Hoverfly
Baccha elongata,Epilobium tetragonum,Hoverfly
Baccha elongata,Ficaria verna,Hoverfly
Baccha elongata,Geum rivale,Hoverfly
